,subject,Mem_Update,OSPAN,RAPM,Tau,Mu,Sigma,SCamp,Task
35,36,-1.2542714112278237,0.1412920986654663,0.5568336471713803,119.343968795,133.40833785,27.6329722,4.291958820255978,Aesthetic
36,37,-0.6002391465226312,-0.010092292761819102,0.5568336471713803,110.06232085,141.939818145,53.994471165,5.870077476480362,Aesthetic
37,38,0.6232522452103577,0.9183986413255372,2.1271846521439066,225.24117630000003,140.66417755,31.76416333,5.4006887052341535,Aesthetic
38,39,-0.5664098914516732,-0.3431379539018495,-0.2283418553148831,80.87046380000002,173.68504282,47.46669677,4.157159863945575,Aesthetic
39,40,0.2003865568233801,-0.3330456611400292,0.9494213984145116,81.242785365,185.592609615,43.47614537,4.667697802197806,Aesthetic
40,41,1.5479185504832158,0.9587678123728146,0.16424589592824848,117.259963545,158.78641972999995,56.394015875,4.870264005151312,Aesthetic
41,42,-0.5100277996667424,-2.099196894458371,-0.2283418553148831,124.73146493,169.79067043499995,48.99104703,3.3954834684965736,Aesthetic
42,43,-0.7299179576279708,0.6358144439946034,-0.6209296065580149,109.615002625,153.58666449999996,45.39721077,3.7981259484066707,Aesthetic
43,44,-0.8483203503763247,-0.9486755196109944,-1.406105109044278,162.81103116,171.00265323,69.53126866,5.917180385288956,Aesthetic
44,45,-0.14918241224318793,0.5348915163764124,0.16424589592824848,122.436703325,149.83367852499995,70.446392965,5.232236756049709,Aesthetic
45,46,0.5217644799974834,0.6156298584709641,0.16424589592824848,124.544862275,193.212004075,55.38966599,5.335242847638054,Aesthetic
46,47,-1.4459705232965867,-0.4036917104727629,0.5568336471713803,69.79566292999999,170.686761935,63.160988205,4.2804693539480985,Aesthetic
47,48,-0.3014140600625004,0.5247992236145933,0.16424589592824848,121.95680785,175.929584825,49.497749065,5.787790988735921,Aesthetic
48,49,0.27368327614379,-0.6459067367564225,0.5568336471713803,146.102280885,169.165692905,66.19359987499999,4.1040228013029365,Aesthetic
49,50,-0.5043895904882496,0.7064604933273371,0.5568336471713803,98.99332438,175.045198255,35.19831534,4.773405438813346,Aesthetic
50,51,1.5648331780186957,-0.21193814799820115,1.3420091496576434,101.95676622,157.972587705,41.04453065,4.8120256410256275,Aesthetic
51,52,-0.00822718278086217,-0.10092292761819102,0.16424589592824848,162.63796059,171.90609681,66.45162258,3.617737478411053,Aesthetic
52,53,-1.8801126300405504,-4.0066402264421805,-1.406105109044278,139.16150585,156.21999767,55.071101745,5.508465189873422,Aesthetic
53,54,0.5048498524620038,0.6660913222800596,-0.6209296065580149,103.25632294,166.45541621,50.757710515,4.390700169395827,Aesthetic
54,55,-1.7842630740061691,0.0,-1.7986928602874095,109.6087984,161.688300625,71.05061842500002,5.439911624745064,Aesthetic
55,56,-0.2393937590990762,-0.03027687828545618,-0.2283418553148831,82.30270446,169.158647265,57.22857407,4.786876015159722,Aesthetic
56,57,-0.3014140600625004,-1.3826441083692158,-1.0135173578011465,144.943318115,167.227772425,48.21817191,5.158423566878978,Aesthetic
57,58,-1.4741615691890515,-0.9083063485637181,-1.406105109044278,161.246648075,151.395986735,70.449466255,4.047190022010274,Aesthetic
58,59,0.6063376176748779,-1.009229276181909,1.7345969009007751,140.85490922,201.12164462,64.90592082,4.816730632551527,Aesthetic
59,60,-0.5269424272022217,-2.0487354306492755,0.9494213984145116,99.872267955,149.32248554,24.923520875,4.444181818181813,Aesthetic
60,61,-1.468523360010559,-0.4642454670436787,-1.0135173578011465,107.635368445,191.910128045,58.644181265,4.356967060285895,Aesthetic
61,62,0.8205895664576139,0.0908306348563708,-0.2283418553148831,134.17438285,208.114324165,46.54421194,5.243466026080988,Aesthetic
62,63,-0.284499432527021,0.4642454670436775,0.5568336471713803,126.262963815,167.96095244999995,49.794810115,4.479237179487176,Aesthetic
63,64,0.4484677606770736,0.5752606874236887,0.9494213984145116,187.059458105,126.448138865,45.04733461,3.5692935178441347,Aesthetic
64,65,2.4669466465775827,0.4238762959964023,-1.0135173578011465,82.37454715000001,150.31869346000005,33.07439943,4.986275894538612,Aesthetic
65,66,0.6683579186383025,0.9183986413255372,0.16424589592824848,129.96798863499998,142.152408095,46.608878875,3.9873602305475533,Aesthetic
66,67,-1.3501209672622048,-1.7055974767474271,-1.0135173578011465,111.654701675,149.119018385,41.45084863,4.891237652527592,Aesthetic
67,68,-0.9441699064107066,0.8679371775164416,0.16424589592824848,123.85382123,132.94607198,13.975450215,5.629186991869907,Aesthetic
68,69,0.7134635920662473,-0.5449838091382315,-1.0135173578011465,111.53530975,193.12660227,70.8038723,3.7286683260734246,Aesthetic
69,70,1.8467436369433468,1.291813473512844,-2.1912806115305408,85.54649319500002,154.73529006,63.271945345,4.442510028653294,Aesthetic
70,71,-1.1527836460149483,-2.2707658714092958,-0.6209296065580149,112.525510515,174.80656821,58.6479184,5.290011792452837,Aesthetic
71,72,2.2808857436873122,1.1202444965619192,2.1271846521439066,111.06764253,138.235287485,46.886500785,4.739487323943658,Aesthetic
72,73,-0.391625406918389,0.6156298584709641,-0.2283418553148831,195.34271704,154.73943895,64.95896729,5.9611373976342135,Aesthetic
73,74,-1.0794869266945386,-1.5542130853201406,0.5568336471713803,99.999492985,180.87865332,62.795960805,4.600399047051821,Aesthetic
74,75,0.16091909257392964,-0.03027687828545618,1.3420091496576434,139.09472978,184.34403974,60.16454612,6.1039335180055465,Aesthetic
75,76,-1.2599096204063165,-0.2926764900927539,0.16424589592824848,159.81715987,124.153996155,20.61339686,4.470197413206267,Aesthetic
76,77,-0.002588973602369152,0.9183986413255372,-1.0135173578011465,105.081631475,143.29099596499995,21.67400127,4.29246035805627,Aesthetic
77,78,-0.7524707943419428,0.38350712494912587,0.5568336471713803,102.845363005,182.999999015,52.72852303000001,5.366982316029667,Aesthetic
78,79,0.4371913423200875,1.1202444965619192,0.9494213984145116,68.39936165,158.62054402,44.810206799999996,4.33336653386454,Aesthetic
79,81,-1.1584218551934415,-1.8872587464601696,-0.2283418553148831,99.93913337,212.51479829,73.160199885,4.017699115044241,Aesthetic
80,82,1.311113764986509,0.4642454670436775,0.16424589592824848,80.53566765,199.094033,39.322532655,3.102671927846675,Aesthetic
81,83,-0.977999161481664,0.7064604933273371,-1.0135173578011465,159.559788395,165.435315695,53.669162555,4.225899788285111,Aesthetic
82,84,1.9933370755841664,0.5651683946618685,2.1271846521439066,100.10477661,170.890430035,50.50733459,4.412037887485655,Aesthetic
83,85,-1.2486332020493305,-0.3330456611400292,-1.406105109044278,146.444340515,121.377475515,32.86098695,3.8461483409238792,Aesthetic
84,87,-1.186612901085907,0.2825841973309348,0.5568336471713803,157.55230059000004,161.911387805,45.67633638,4.184038893044126,Aesthetic
85,88,2.015889912298138,-0.3330456611400292,-1.406105109044278,100.50512306,161.25900253,45.86279077,3.7385373781148483,Aesthetic
86,89,-0.41417824363236105,0.8477525919928034,0.16424589592824848,187.633783205,153.84194935,25.046656875,3.7667050691244333,Aesthetic
87,90,-0.36907257020441625,0.11101522038001012,-1.406105109044278,96.947023295,147.89342397500005,44.65344623,5.248224043715855,Aesthetic
88,91,0.11581341914598485,-2.704734460167517,0.16424589592824848,98.887866815,152.50524879,33.757780185,2.944081735620579,Aesthetic
89,92,-0.5325806363807147,0.4945223453291349,1.3420091496576434,108.92595975,158.028058125,55.99669426,5.015586249232659,Aesthetic
90,93,0.7698456838511775,0.0908306348563708,-1.0135173578011465,173.63367576,120.78578030000001,34.180375299999994,3.126342245989305,Aesthetic
91,94,0.3526182046426929,0.8477525919928034,-1.406105109044278,163.19341401,150.271690455,43.706243335,4.8597433841218916,Aesthetic
92,95,-0.3014140600625004,0.5046146380909551,0.16424589592824848,131.761452085,184.52066924,51.160076445,5.746412466843497,Aesthetic
93,96,0.4992116432835113,0.7468296643746124,0.5568336471713803,95.67161811,159.202540565,43.798247315,5.17785373608902,Aesthetic
94,97,0.3413417862857062,-0.1816612697127427,0.16424589592824848,113.826037765,186.83147475,40.26778385500001,5.360244498777512,Aesthetic
95,98,1.0066504693478855,-0.4642454670436787,0.5568336471713803,146.766366415,173.90398971500005,52.2592168,6.095942446043163,Aesthetic
96,99,1.096861816203773,-0.6257221512327832,1.7345969009007751,116.3922218,196.01213858,48.068816155,4.655413142485361,Aesthetic
97,100,-0.31832868759797944,-0.12110751314182926,-0.6209296065580149,89.400578535,190.755413825,57.24767995,4.608359756097558,Aesthetic
98,1,-0.08152390210127107,-0.3229533683782113,1.3420091496576434,102.72108886,139.88389196,37.80706276,4.679518518518517,Memorize
99,2,0.9559065867414476,0.9183986413255372,-0.6209296065580149,97.656616825,163.98694462999995,57.422247399999996,4.817836456558764,Memorize
100,3,1.1306910712747311,0.3633225394254865,0.9494213984145116,102.457896015,124.04167052,41.459445815,3.9810485810485785,Memorize
101,4,0.4653823882125532,1.1202444965619192,-0.2283418553148831,150.668076445,208.59069924,98.2665272,4.165633693972178,Memorize
102,5,0.8995244949565181,1.009229276181909,1.7345969009007751,112.829027365,149.215281065,64.349665875,4.68625975869411,Memorize
103,6,0.4202767147846084,1.009229276181909,-1.406105109044278,111.234232405,138.60017462500002,32.874101585,4.123028169014084,Memorize
104,7,-1.3726738039761772,1.009229276181909,-1.0135173578011465,165.88452799499996,132.957235125,28.387114865,3.6705106048703873,Memorize
105,8,-0.7637472126989288,0.8679371775164416,0.9494213984145116,96.223101565,183.588431765,54.43409767,3.653760683760681,Memorize
106,9,2.1173776775110134,1.291813473512844,0.9494213984145116,115.34775786,188.51188493,59.701667775,4.789210850801479,Memorize
107,10,0.04815490900406864,-1.0495984472291855,0.5568336471713803,119.37426818,129.667358045,26.885107295,2.8261301896463356,Memorize
108,11,1.1983495814166487,-1.4028286938928538,-1.406105109044278,142.146800865,160.08317458,68.38699389,4.7689422407794035,Memorize
109,12,0.6965489645307671,0.2422150262836573,0.5568336471713803,57.27464181000001,180.775421,53.44575337,5.52452987267384,Memorize
110,13,-1.2429949928708373,0.04036917104727528,0.9494213984145116,108.383219015,153.96708929,53.869475455,5.1288363636363705,Memorize
111,14,-1.180974691907414,-0.22203044076002024,-1.7986928602874095,144.647528585,152.891954995,52.35617042,5.3302903682719585,Memorize
112,15,-0.9103406513397478,1.009229276181909,-1.0135173578011465,68.69525001,162.96345494500005,44.70359833000001,4.208144083969466,Memorize
113,16,-0.1999262948496251,-0.393599417710945,-0.6209296065580149,80.571433165,168.18752525,53.45523159,4.912684563758397,Memorize
114,17,0.3582564138211852,0.9587678123728146,0.5568336471713803,102.760262175,144.55696629,36.39166761,4.905055865921791,Memorize
115,18,0.16091909257392906,1.1202444965619192,0.9494213984145116,147.77343081,145.216128305,40.567094515,4.384934036939313,Memorize
116,19,1.0292033060618568,-0.7165527860891562,0.16424589592824848,155.064370935,117.39824352,59.83057011,3.88015048908954,Memorize
117,20,0.12145162832447726,1.291813473512844,-1.406105109044278,125.77285106,181.355747805,41.45140324,4.762500000000001,Memorize
118,21,1.3505812292359602,-0.08073834209455169,0.16424589592824848,113.759184435,155.546076995,46.45849744,4.873773824650569,Memorize
119,22,-0.3859871977398959,-2.1597506510292868,-1.7986928602874095,104.80169509999999,135.54750346,34.71732096,4.0029255596043685,Memorize
120,23,0.8431424031715873,-1.917535624745627,0.9494213984145116,97.249310955,163.59702796,47.06635717,4.30131382978724,Memorize
121,24,-2.297340109249036,-0.8982140558019001,-0.6209296065580149,166.20908179999995,154.794510385,94.232538095,6.075220472440939,Memorize
122,25,-0.5213042180237284,-0.12110751314182926,0.5568336471713803,103.882306395,148.12515824000005,23.28758836,3.701905604719767,Memorize
123,26,-1.1358690184794695,0.04036917104727528,0.16424589592824848,143.560290795,176.14735461499995,76.22201436,3.3823853868194824,Memorize
124,27,-0.4705603354172912,0.16147668418910566,-0.6209296065580149,92.869973855,146.21798478,50.042045985,4.615186170212764,Memorize
125,28,0.06506953653954706,0.2825841973309348,-0.2283418553148831,157.35076157,153.41287338,37.91564044,5.129818709209567,Memorize
126,29,-0.2393937590990762,0.4642454670436775,1.7345969009007751,106.373291125,181.975544505,61.140314025,5.124860480207658,Memorize
127,30,1.271646300737057,0.5752606874236887,0.16424589592824848,96.133515415,178.56447497,51.57354787,4.562111176818451,Memorize
128,31,-0.4029018252753751,0.15138439142728652,-1.0135173578011465,174.72826594,126.51021542,15.8000566,3.719901065449015,Memorize
129,32,-0.4085400344538677,0.25230731904547754,-0.6209296065580149,158.75719993,117.42233725,47.17172352,4.455168634064074,Memorize
130,33,0.20602476600187314,0.7468296643746124,0.9494213984145116,144.3962637,126.98288754,61.4822755,4.591192660550463,Memorize
131,34,0.20038655682337947,1.0798753255146438,0.5568336471713803,116.739650225,166.98547432499996,65.908124265,4.714100862641007,Memorize
132,35,1.2039877905951404,1.1202444965619192,-0.6209296065580149,141.77867178,136.893058445,39.785690185,3.6713547954393024,Memorize
133,36,-1.2542714112278237,0.1412920986654663,0.5568336471713803,144.553224845,131.13728641,21.773096395000003,3.9498353658536622,Memorize
134,37,-0.6002391465226312,-0.010092292761819102,0.5568336471713803,95.439153295,161.54892688,62.635650645,5.632123510292527,Memorize
135,38,0.6232522452103577,0.9183986413255372,2.1271846521439066,199.50762562,145.82205493499995,46.942877695,5.639591993841418,Memorize
136,39,-0.5664098914516732,-0.3431379539018495,-0.2283418553148831,113.360207275,165.962056625,48.89931078,4.186615916955022,Memorize
137,40,0.2003865568233801,-0.3330456611400292,0.9494213984145116,71.455605095,191.43715835,57.32743406,4.148546824542517,Memorize
138,41,1.5479185504832158,0.9587678123728146,0.16424589592824848,127.047888035,154.47520618,51.19414829,4.772863606981241,Memorize
139,42,-0.5100277996667424,-2.099196894458371,-0.2283418553148831,113.21878572,180.68477815,61.248297135,3.452673796791447,Memorize
140,43,-0.7299179576279708,0.6358144439946034,-0.6209296065580149,101.81245852,155.645891535,47.301517735,4.420708232445514,Memorize
141,44,-0.8483203503763247,-0.9486755196109944,-1.406105109044278,156.33141367,164.88624867,91.74958584,4.8720955165692,Memorize
142,45,-0.14918241224318793,0.5348915163764124,0.16424589592824848,155.240928025,154.714976665,59.03614511,5.481244870041037,Memorize
143,46,0.5217644799974834,0.6156298584709641,0.16424589592824848,129.70225748500002,174.74081003499995,56.33566037,5.0748296836983,Memorize
144,47,-1.4459705232965867,-0.4036917104727629,0.5568336471713803,87.148174695,166.15345601,60.84816386,3.923900621118005,Memorize
145,48,-0.3014140600625004,0.5247992236145933,0.16424589592824848,143.337297615,166.79726692000003,31.284823870000004,4.838801004394229,Memorize
146,49,0.27368327614379,-0.6459067367564225,0.5568336471713803,179.69248557,169.54260018,55.69065665,4.017540834845732,Memorize
147,50,-0.5043895904882496,0.7064604933273371,0.5568336471713803,109.53778844,175.18121206,47.42251921,5.0284061696658116,Memorize
148,51,1.5648331780186957,-0.21193814799820115,1.3420091496576434,107.521968245,155.967304805,46.399702425,4.710694618272848,Memorize
149,52,-0.00822718278086217,-0.10092292761819102,0.16424589592824848,144.272228815,162.39879905499996,65.896816685,4.4542183817753385,Memorize
150,53,-1.8801126300405504,-4.0066402264421805,-1.406105109044278,150.044068255,170.34762358,55.651324115,6.066740376740369,Memorize
151,54,0.5048498524620038,0.6660913222800596,-0.6209296065580149,126.182345545,165.839965965,42.52482759,4.571014867485458,Memorize
152,55,-1.7842630740061691,0.0,-1.7986928602874095,107.32506305,174.994429655,83.151359025,5.5288480222068,Memorize
153,56,-0.2393937590990762,-0.03027687828545618,-0.2283418553148831,124.86735692,138.97136471,21.51784741,3.565586527293842,Memorize
154,57,-0.3014140600625004,-1.3826441083692158,-1.0135173578011465,169.89752879,158.92383588,46.17742325,5.673654867256635,Memorize
155,58,-1.4741615691890515,-0.9083063485637181,-1.406105109044278,185.35665055,137.399359465,38.64646857,3.5225233022636506,Memorize
156,59,0.6063376176748779,-1.009229276181909,1.7345969009007751,161.741166915,162.40222391499995,61.28383782,4.199703652653341,Memorize
157,60,-0.5269424272022217,-2.0487354306492755,0.9494213984145116,111.54174584,127.39301294,39.484329175,3.7586195995785046,Memorize
158,61,-1.468523360010559,-0.4642454670436787,-1.0135173578011465,174.297160735,165.357800185,38.03592057,4.16570318021202,Memorize
159,62,0.8205895664576139,0.0908306348563708,-0.2283418553148831,174.54364455,204.9732361,60.92197505,5.540229982964219,Memorize
160,63,-0.284499432527021,0.4642454670436775,0.5568336471713803,119.832998315,159.93231384,37.39956466,4.574737470167069,Memorize
161,64,0.4484677606770736,0.5752606874236887,0.9494213984145116,154.77593909,149.34581386000005,43.67147491,3.9926562499999974,Memorize
162,65,2.4669466465775827,0.4238762959964023,-1.0135173578011465,85.862652825,141.55796078999995,31.40795748,4.582468007312626,Memorize
163,66,0.6683579186383025,0.9183986413255372,0.16424589592824848,125.289691145,150.091327175,42.818747245,3.7387478753541052,Memorize
164,67,-1.3501209672622048,-1.7055974767474271,-1.0135173578011465,136.00668715999998,129.919411815,41.91525953,5.238025350233487,Memorize
165,68,-0.9441699064107066,0.8679371775164416,0.16424589592824848,162.73317965,130.93436422500002,10.006523694999998,4.623112244897961,Memorize
166,69,0.7134635920662473,-0.5449838091382315,-1.0135173578011465,142.88156676,173.60113837,50.59487214000001,3.3496055979643775,Memorize
167,70,1.8467436369433468,1.291813473512844,-2.1912806115305408,83.06421073,148.55001693999995,56.687583775,4.184752046220514,Memorize
168,71,-1.1527836460149483,-2.2707658714092958,-0.6209296065580149,136.89248385500002,145.43571287499995,57.805188435,4.781405805350031,Memorize
169,72,2.2808857436873122,1.1202444965619192,2.1271846521439066,146.08773169999995,112.596176075,30.478275815,3.8321199767035523,Memorize
170,73,-0.391625406918389,0.6156298584709641,-0.2283418553148831,228.14466335,168.00983630000002,56.47016447,6.327185114503824,Memorize
171,74,-1.0794869266945386,-1.5542130853201406,0.5568336471713803,98.41985779,171.747619155,54.973905095,5.321926707384788,Memorize
172,75,0.16091909257392964,-0.03027687828545618,1.3420091496576434,154.08819612,189.74698419,57.92356495,6.731764705882351,Memorize
173,76,-1.2599096204063165,-0.2926764900927539,0.16424589592824848,208.216485355,115.54997788,10.586418225,3.4716877971473825,Memorize
174,77,-0.002588973602369152,0.9183986413255372,-1.0135173578011465,95.8966296,149.34920089,40.965538125,4.387146365422399,Memorize
175,78,-0.7524707943419428,0.38350712494912587,0.5568336471713803,107.77053297,174.09031514499995,53.207124145,5.582325315005731,Memorize
176,79,0.4371913423200875,1.1202444965619192,0.9494213984145116,90.69739476,136.38900816,30.675975345,4.165317265125432,Memorize
177,81,-1.1584218551934415,-1.8872587464601696,-0.2283418553148831,149.95807135,194.36234051,60.42743127,3.6171578947368386,Memorize
178,82,1.311113764986509,0.4642454670436775,0.16424589592824848,80.19051521,190.55146496,38.66661395,3.664872364039963,Memorize
179,83,-0.977999161481664,0.7064604933273371,-1.0135173578011465,223.18885745,113.80536151,11.4868039,3.10589765828274,Memorize
180,84,1.9933370755841664,0.5651683946618685,2.1271846521439066,138.94181344,165.69906919999997,52.583869075,4.268486269256525,Memorize
181,85,-1.2486332020493305,-0.3330456611400292,-1.406105109044278,126.487023565,139.12300598500002,30.47744679,4.465593815881939,Memorize
182,87,-1.186612901085907,0.2825841973309348,0.5568336471713803,164.71175628,147.98689312,27.01406634,3.8885834411384224,Memorize
183,88,2.015889912298138,-0.3330456611400292,-1.406105109044278,89.96488568999996,175.10757124499997,55.34353872,3.673604143947655,Memorize
184,89,-0.41417824363236105,0.8477525919928034,0.16424589592824848,214.70252356,161.98011735,25.15402452,4.522734113712372,Memorize
185,90,-0.36907257020441625,0.11101522038001012,-1.406105109044278,99.34192524,151.3187024,45.35702908499999,4.720042149631199,Memorize
186,91,0.11581341914598485,-2.704734460167517,0.16424589592824848,108.624369395,148.22045569,39.414235415,2.8464909560723464,Memorize
187,92,-0.5325806363807147,0.4945223453291349,1.3420091496576434,117.856660615,142.00762855,48.771753025,4.5049582338902185,Memorize
188,93,0.7698456838511775,0.0908306348563708,-1.0135173578011465,145.79091399499995,129.28988464,25.642590105,2.8610064239828703,Memorize
189,94,0.3526182046426929,0.8477525919928034,-1.406105109044278,151.48685547000005,137.417273765,34.47413181,4.7990931174089075,Memorize
190,95,-0.3014140600625004,0.5046146380909551,0.16424589592824848,138.269286265,156.687354705,49.918118605,4.762193036041539,Memorize
191,96,0.4992116432835113,0.7468296643746124,0.5568336471713803,117.64850486,166.32899153,46.48395306,5.3151520681265225,Memorize
192,97,0.3413417862857062,-0.1816612697127427,0.16424589592824848,94.89727487,179.38709869000004,48.134279985,5.3676629213483125,Memorize
193,98,1.0066504693478855,-0.4642454670436787,0.5568336471713803,142.65622416500003,130.022492005,50.05215364,5.470351458885939,Memorize
194,99,1.096861816203773,-0.6257221512327832,1.7345969009007751,134.467816635,173.345881495,58.11657805500001,4.214750853242323,Memorize
195,100,-0.31832868759797944,-0.12110751314182926,-0.6209296065580149,115.391555855,190.063484255,56.75025818,4.1406876606683705,Memorize
