,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,2.0,270.0,4.0,1.0,7.0,139.88389196,37.80706276,102.72108886,8.74790424,13.43029682,13.20895811,0.69900594,-0.8126414,-0.69046383,-434.74233437,0.0,0.0,227.37500083,56.71350665
1,2,2.0,880.5,4.0,2.0,7.5,163.98694462999998,57.4222474,97.656616825,7.200935405,7.020489335,9.496508214999999,0.74924217,-0.8832774050000001,-0.76347649,-1417.3942186200002,0.0,0.0,249.91250017,61.39207594
2,3,2.0,1039.5,4.0,1.0,8.5,124.04167052,41.459445815,102.457896015,4.25814122,5.27835621,6.305341289999999,0.603823115,-0.779743195,-0.600876725,-1674.14663792,0.0,0.0,211.48750006,57.747388075
3,4,2.0,647.0,4.0,2.0,7.5,208.59069924,98.2665272,150.668076445,14.25571367,12.149254169999999,17.914000445,0.761786845,-0.8936038550000001,-0.77460697,-1041.580006965,0.0,0.0,344.650000355,100.062947595
4,5,2.0,704.5,4.0,2.0,9.5,149.215281065,64.349665875,112.829027365,8.75157528,7.87571322,11.4611795,0.71693165,-0.86332128,-0.72344807,-1134.2898999899999,0.0,0.0,248.93749976499998,70.423405935
5,6,2.0,923.0,4.0,1.0,9.5,138.60017462500002,32.874101585,111.234232405,4.21889232,7.911767145,6.8765602,0.63273771,-0.758870705,-0.62411528,-1486.184337835,0.0,0.0,232.224998435,60.089586579999995
6,7,2.0,636.5,4.0,1.0,11.0,132.957235125,28.387114864999997,165.88452799499998,5.26367062,16.73917236,9.659769485,0.150161855,-0.584528615,-0.3079844,-1026.0534864249998,0.0,0.0,270.28750017,89.73193174
7,8,2.0,643.5,4.0,2.0,9.5,183.588431765,54.43409767,96.22310156500001,8.37736021,8.748978765,11.217377055,0.75323245,-0.8823817350000001,-0.769475145,-1037.5582473650002,0.0,0.0,267.787500455,59.36302212
8,9,2.0,811.0,4.0,1.0,7.5,188.51188493,59.701667775000004,115.34775786,7.892520795,8.920087200000001,10.790846085,0.74574702,-0.870817715,-0.755566915,-1306.01055433,0.0,0.0,288.91250011,69.26207705
9,10,2.0,975.5,4.0,1.0,10.0,129.66735804500001,26.885107294999997,119.37426818,3.50812168,9.601217075000001,6.40425841,0.570306255,-0.70390056,-0.5738467199999999,-1570.0683752,0.0,0.0,229.225,63.0318032
10,11,2.0,718.5,4.0,1.0,5.0,160.08317458,68.38699389,142.146800865,9.52496388,9.73021278,13.124341975,0.705015685,-0.839119315,-0.6977076099999999,-1158.3329602,0.0,0.0,283.12500025500003,83.24324142500001
11,12,2.0,1021.0,4.0,2.0,5.0,180.775421,53.44575337,57.274641810000006,7.613299495,5.374092245,9.18044716,0.8285297899999999,-0.94667833,-0.85265342,-1643.926550315,0.0,0.0,232.875000035,45.09850444
