# Py-span-task
# Written by Titus von der Malsburg <malsburg@posteo.de>
# https://github.com/tmalsburg/py-span-task
# Settings:
# subject id = 073
# allow_sloppy_spelling = False
# heed_order = True
# time_out_factor = 2.5
phase	set.id	num.items	correctly.recalled	correctly.verified	mean.rt	max.rt	presented.items	recalled.items
practice	1	3	1	3	5710	5710	x d l	d x i
practice	2	2	1	1	4664	6520	c b	b
practice	3	3	2	2	4523	6520	q m g	m g
practice	4	2	2	1	4040	4460	p n	p n
test	1	4	4	2	3252	3837	w h s t	w h s t
test	2	5	3	5	2695	3556	r z k f j	r z j f k
test	3	3	3	2	2799	3532	v b f	v b f
test	4	4	4	3	3120	4150	t k m p	t k m p
test	5	2	2	2	1980	2214	j g	j g
test	6	2	2	2	2854	3432	c w	c w
test	7	5	4	5	3132	4680	l r h z n	i r h z n
test	8	2	2	2	2417	2713	s q	s q
test	9	3	3	3	3131	4462	x d v	x d v
test	10	3	3	3	2454	3088	h b m	h b m
test	11	5	4	4	2876	3463	f r s z c	f r s c z
test	12	4	4	3	2222	3120	d t g j	d t g j
# Partial credit unit score (PCU): 0.933
