# Py-span-task
# Written by Titus von der Malsburg <malsburg@posteo.de>
# https://github.com/tmalsburg/py-span-task
# Settings:
# subject id = 75
# allow_sloppy_spelling = False
# heed_order = True
# time_out_factor = 2.5
phase	set.id	num.items	correctly.recalled	correctly.verified	mean.rt	max.rt	presented.items	recalled.items
practice	1	2	2	2	2792	3088	g h	g h
practice	2	2	0	1	3151	3993	f l	i
practice	3	3	3	2	1695	2059	n t j	n t j
practice	4	3	3	3	1820	2121	k c r	k c r
test	1	4	3	4	2457	3494	z s x m	z x m
test	2	4	4	4	2160	2745	w v q p	w v q p
test	3	5	5	5	3163	3900	d b g k f	d b g k f
test	4	4	3	4	2137	3244	x n s d	x s n d
test	5	2	2	2	2853	3430	t m	t m
test	6	3	2	2	3452	3993	l h j	h j
test	7	2	2	2	2761	3494	w r	w r
test	8	2	2	2	1980	2059	c z	c z
test	9	3	3	3	1882	2371	q v b	q v b
test	10	3	2	3	1902	2807	p x n	p z n
test	11	5	4	5	2295	3338	v s c q g	v s q g
test	12	5	4	3	2445	3213	z p l w f	z p i w f
# Partial credit unit score (PCU): 0.869
