# Py-span-task
# Written by Titus von der Malsburg <malsburg@posteo.de>
# https://github.com/tmalsburg/py-span-task
# Settings:
# subject id = 041
# allow_sloppy_spelling = False
# heed_order = True
# time_out_factor = 2.5
phase	set.id	num.items	correctly.recalled	correctly.verified	mean.rt	max.rt	presented.items	recalled.items
practice	1	3	2	1	4118	4836	b h v	h v
practice	2	3	3	3	2412	2651	d c w	d c w
practice	3	2	0	2	2729	2869	t l	d i
practice	4	2	2	2	2121	2434	k m	k m
test	1	5	5	5	2502	2683	g z j n s	g z j n s
test	2	2	2	2	3135	3837	r q	r q
test	3	4	4	4	2511	2964	f p x w	f p x w
test	4	3	3	3	2527	2838	m h x	m h x
test	5	3	3	3	2755	4368	f j d	f j d
test	6	4	4	4	2808	3338	p n v r	p n v r
test	7	3	3	3	3223	3651	t c z	t c z
test	8	2	2	2	2215	2496	g b	g b
test	9	4	4	3	2964	3838	s k q l	s k q l
test	10	5	4	3	3419	4836	m c q j k	m q j k
test	11	2	2	2	2261	2526	d n	d n
test	12	5	4	5	2602	3619	z w x v l	z w x v i
# Partial credit unit score (PCU): 0.967
