# Py-span-task
# Written by Titus von der Malsburg <malsburg@posteo.de>
# https://github.com/tmalsburg/py-span-task
# Settings:
# subject id = 48
# allow_sloppy_spelling = False
# heed_order = True
# time_out_factor = 2.5
phase	set.id	num.items	correctly.recalled	correctly.verified	mean.rt	max.rt	presented.items	recalled.items
practice	1	2	2	2	2418	3058	k b	k b
practice	2	2	2	2	3057	3182	z j	z j
practice	3	3	3	3	3473	3869	l v n	l v n
practice	4	3	2	2	3504	4585	g d s	g d
test	1	5	5	4	2539	3306	c f w h q	c f w h q
test	2	4	4	4	2565	3431	r m p x	r m p x
test	3	3	2	2	3566	4585	t r w	t r
test	4	3	3	3	2340	2746	k h t	k h t
test	5	4	3	3	3096	4585	p v m c	p m c
test	6	4	4	3	2137	2526	g j d z	g j d z
test	7	5	5	5	3244	4430	s f b x l	s f b x l
test	8	2	2	2	2588	2963	n q	n q
test	9	2	2	2	1980	2059	s g	s g
test	10	3	2	2	3151	4585	j h t	j h
test	11	2	2	2	3104	4212	f r	f r
test	12	5	5	3	2589	2995	d q c v z	d q c v z
# Partial credit unit score (PCU): 0.924
