"RAPM_image","block_trial","experiment_path","glb_trial","practice","response","response_time","subject_nr"
"APMS1_01.png","1","C:\Users\Public\Experiments\IDs\03-GF\RAPM","1","1","8","11774","93"
"APMS1_02.png","2","C:\Users\Public\Experiments\IDs\03-GF\RAPM","2","1","4","8826","93"
"APMS2_03.png","1","C:\Users\Public\Experiments\IDs\03-GF\RAPM","3","0","7","4576","93"
"APMS2_10.png","2","C:\Users\Public\Experiments\IDs\03-GF\RAPM","4","0","8","1062","93"
"APMS2_12.png","3","C:\Users\Public\Experiments\IDs\03-GF\RAPM","5","0","8","1438","93"
"APMS2_15.png","4","C:\Users\Public\Experiments\IDs\03-GF\RAPM","6","0","2","486","93"
"APMS2_16.png","5","C:\Users\Public\Experiments\IDs\03-GF\RAPM","7","0","1","391","93"
"APMS2_18.png","6","C:\Users\Public\Experiments\IDs\03-GF\RAPM","8","0","7","415","93"
"APMS2_21.png","7","C:\Users\Public\Experiments\IDs\03-GF\RAPM","9","0","1","502","93"
"APMS2_22.png","8","C:\Users\Public\Experiments\IDs\03-GF\RAPM","10","0","8","368","93"
"APMS2_28.png","9","C:\Users\Public\Experiments\IDs\03-GF\RAPM","11","0","2","446","93"
"APMS2_30.png","10","C:\Users\Public\Experiments\IDs\03-GF\RAPM","12","0","8","329","93"
"APMS2_31.png","11","C:\Users\Public\Experiments\IDs\03-GF\RAPM","13","0","8","422","93"
"APMS2_34.png","12","C:\Users\Public\Experiments\IDs\03-GF\RAPM","14","0","5","422","93"
